#File Generated by kernel at: Fri May  8 17:23:32 2020
#X1,X2,
1.85811,0.0346927
0.814541,1.77539
0.0829075,4.34296
0.0421908,1.18437
0.294339,1.21743
1.16647,0.21593
0.915587,4.37946
0.353007,2.62322
1.31398,1.09617
-0.465699,4.29841
-0.636409,-1.0325
0.783137,-0.337224
0.17513,0.998878
1.81497,-0.925643
-0.068735,-1.73885
0.298392,1.42497
0.997203,1.89315
0.403546,-0.837892
1.14705,1.33105
1.69471,-0.456606
-0.358749,3.75257
0.819252,1.73947
-1.54645,3.31605
0.439819,2.32033
1.56137,-0.423136
0.219982,2.41839
0.434555,4.07619
0.738838,2.95699
0.763275,1.95102
-0.52947,0.809592
1.44207,-2.76829
2.11823,1.85561
0.894559,3.38662
0.728754,4.98085
0.447327,1.51081
1.94627,4.54761
2.65867,3.98164
1.91632,0.488782
-0.459049,0.0997016
-0.303669,1.57984
2.40607,-2.65447
0.679594,2.63382
1.24528,3.0185
1.43397,0.267739
2.77524,5.34293
1.85076,2.41239
1.09167,3.21432
0.723062,3.37927
-0.622486,1.34419
1.03339,6.1521
1.5429,2.2826
0.982437,3.21903
0.279352,3.02115
2.35362,5.73016
1.56466,0.339964
2.79543,1.74509
1.28777,2.31671
0.845212,1.41073
1.96153,2.44821
0.375876,1.3654
2.31688,1.07805
0.283116,2.99158
1.66186,0.95952
1.27777,-0.224844
0.42707,0.929327
1.05044,-0.976818
1.65688,2.0018
-0.107536,4.25355
1.10842,5.59594
0.822986,1.67949
1.08043,-1.53905
-0.523752,1.67104
1.29005,0.875496
0.879132,2.78919
0.528866,2.95061
0.994058,-1.71573
0.306996,2.73117
0.8078,2.18815
0.240481,4.74463
-0.200697,0.207104
1.62756,7.56852
1.58584,6.40484
0.00566107,1.17243
-0.173851,-1.30977
1.39862,1.01809
1.7064,0.434582
0.604206,6.00568
-1.37026,0.503552
1.12905,2.32688
0.216014,2.90926
0.90174,1.49487
1.76404,3.72938
0.0817197,0.298224
1.8083,2.68237
1.56416,4.23814
0.199834,3.45479
1.51331,0.259439
0.0896487,-0.672286
0.773741,0.554752
2.01149,3.84263
0.615796,-1.39984
1.41875,1.89557
1.5975,-0.401378
1.94126,3.87994
1.99496,2.35066
2.53523,0.883188
0.432536,3.53091
1.27232,-0.0887411
1.72744,1.88804
0.705194,3.05696
1.34876,4.13792
0.384271,2.35088
1.13719,1.86774
0.222201,1.98986
0.599538,4.58594
0.583145,1.32518
1.85174,2.23961
0.994141,1.39376
0.304292,3.25836
-0.0386004,2.29223
1.49017,2.32082
2.06154,6.27235
2.28248,1.41208
0.272414,1.33074
1.54543,1.54039
0.128764,-2.39118
1.67432,1.83038
1.57901,3.60163
1.18178,1.84382
0.599856,3.36418
1.52935,1.0206
0.478536,5.62616
1.2744,5.15181
2.09402,0.934241
2.27633,6.41664
-0.836449,4.7334
1.42653,3.11142
-0.0769962,2.84252
1.39365,1.62986
1.63679,3.01168
0.341172,4.14775
1.54506,2.72717
0.196269,2.37325
-0.528388,3.46067
1.27316,3.38121
0.417498,4.73642
-0.0150007,1.57347
1.54875,3.55048
0.863525,2.60942
1.69556,1.60831
0.364402,4.1988
0.959971,3.54956
